ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0642544180155,0.00674593029544,0.0770949274302,0.313258886337,0.538645863533
2,0.559182345867,0.00177697848994,0.0227419082075,0.244140028954,0.172158747911
3,0.436053454876,0.00608525704592,0.0362156108022,0.175967663527,0.345678061247
4,0.00596558908001,0.0061276704073,0.0119593497366,0.0373054221272,0.938642024994
5,0.44905591011,0.00269356835634,0.0324461869895,0.319823950529,0.195980340242
6,0.880807757378,0.00107108184602,0.00473759509623,0.0341592505574,0.0792242884636
7,0.35467043519,0.0155337126926,0.023164100945,0.0401740334928,0.566457748413
8,0.24096237123,0.00699026323855,0.0146456416696,0.0247622877359,0.712639451027
9,0.68087041378,0.00157388602383,0.00511576002464,0.142283380032,0.170156598091
10,0.56415104866,0.00179276813287,0.024278126657,0.245240405202,0.164537623525
11,0.495567440987,0.00250602560118,0.0360887460411,0.284579187632,0.181258633733
12,0.0632735416293,0.00667445454746,0.134994149208,0.30821365118,0.486844211817
13,0.376757323742,0.00246798992157,0.0584897436202,0.401128768921,0.161156192422
14,0.493372231722,0.0048850257881,0.0417328439653,0.0514891333878,0.408520787954
15,0.520790755749,0.00194305216428,0.0248673185706,0.27406847477,0.178330391645
16,0.799412786961,0.00114444154315,0.00421238457784,0.0757688656449,0.119461454451
17,0.264443963766,0.00393767654896,0.0163254737854,0.12478581816,0.590507030487
18,0.285083085299,0.00427704537287,0.0151335783303,0.269198745489,0.426307588816
19,0.479395657778,0.00471801962703,0.0335664637387,0.14547252655,0.3368473351
20,0.0111686494201,0.0126254195347,0.0938065350056,0.00775196542963,0.874647438526
21,0.90832811594,0.00117718358524,0.0032437199261,0.00926896184683,0.0779820680618
22,0.00401473836973,0.0127098886296,0.108383350074,0.00899436697364,0.865897655487
23,0.446388810873,0.00267757009715,0.0385591089725,0.317924380302,0.194450139999
24,0.0128193972632,0.00760866748169,0.0924091786146,0.00683922879398,0.880323529243
25,0.876339375973,0.000890865339898,0.00315978378057,0.0436364859343,0.0759735032916
26,0.883227705956,0.00354172359221,0.00789673253894,0.00821926258504,0.0971145182848
27,0.821981549263,0.00126074790023,0.00358959147707,0.0260933991522,0.147074714303
28,0.0163986198604,0.0151886073872,0.529623091221,0.0391861312091,0.399603575468
29,0.8664483428,0.000954059360083,0.00366542278789,0.0483759120107,0.0805563107133
30,0.305708050728,0.0023753803689,0.0352223627269,0.497173219919,0.159520968795
31,0.488852441311,0.00471657235175,0.0832306221128,0.0553928762674,0.367807537317
32,0.746623575687,0.00131530233193,0.00522145628929,0.0953295007348,0.151510104537
33,0.885592281818,0.00251678214408,0.00626242440194,0.00989293958992,0.0957355797291
34,0.381381422281,0.0114863878116,0.0556353703141,0.230552777648,0.320944070816
35,0.0717694014311,0.00563306454569,0.121714323759,0.0753415301442,0.725541710854
36,0.366081088781,0.00254354020581,0.045362982899,0.407340377569,0.17867206037
37,0.302616357803,0.0126427989453,0.102657362819,0.0487901307642,0.533293366432
38,0.8664483428,0.000954059360083,0.00366542278789,0.0483759120107,0.0805563107133
39,0.74548214674,0.00131329149008,0.00481308903545,0.09559866786,0.152792826295
40,0.203260138631,0.00336506543681,0.0153150158003,0.104743883014,0.673315882683
41,0.067090600729,0.00654468825087,0.119449287653,0.485705494881,0.321209967136
42,0.018216425553,0.0285734161735,0.131016120315,0.00556504214182,0.816628992558
43,0.908364474773,0.00122728990391,0.00339586730115,0.00948754325509,0.0775248110294
44,0.0108772935346,0.0135890003294,0.453412383795,0.0104168327525,0.51170450449
45,0.302145242691,0.00823220331222,0.0464305616915,0.0444942563772,0.598697721958
46,0.180717006326,0.00681657763198,0.571676075459,0.0414507985115,0.199339568615
47,0.442063391209,0.00638401787728,0.0866078287363,0.179614380002,0.28533038497
48,0.402215600014,0.00598914921284,0.0233607217669,0.224024474621,0.344410061836
49,0.726446390152,0.00137762445956,0.00546886119992,0.110462330282,0.156244799495
50,0.0452775359154,0.00530939456075,0.141818121076,0.54121619463,0.266378760338
51,0.068367831409,0.00937912147492,0.111308127642,0.0634791702032,0.747465789318
52,0.804351747036,0.00115151226055,0.00427471427247,0.0765692964196,0.113652728498
53,0.23990547657,0.00630673253909,0.0146321132779,0.0271744467318,0.71198117733
54,0.0658889934421,0.00816975999624,0.127469301224,0.0615465417504,0.736925363541
55,0.0072904760018,0.0367243699729,0.117728985846,0.00695249531418,0.831303656101
56,0.358689129353,0.0156552791595,0.0233453828841,0.0314194075763,0.570890843868
57,0.867600023746,0.000955327530392,0.00342749804258,0.0509837083519,0.0770334452391
58,0.00403699325398,0.00767380930483,0.108984149992,0.0086074937135,0.870697617531
59,0.013385862112,0.00912881735712,0.275456905365,0.0109062334523,0.691122174263
60,0.448791593313,0.00269198277965,0.0316224955022,0.321028918028,0.195864990354
61,0.536887526512,0.00228759460151,0.0340478271246,0.0464513450861,0.380325704813
62,0.249818727374,0.00353794754483,0.071960657835,0.535638988018,0.139043673873
63,0.901076614857,0.00161175255198,0.00457853870466,0.00750586390495,0.0852272361517
64,0.00882261432707,0.0110220909119,0.270377665758,0.00805723387748,0.701720416546
65,0.000617237703409,0.00992388743907,0.0241578686982,0.00336949434131,0.961931467056
66,0.356995135546,0.00233853631653,0.0401740334928,0.448690772057,0.151801511645
67,0.694552779198,0.00210273405537,0.0057861241512,0.0522602386773,0.245298117399
68,0.202057898045,0.0131215490401,0.0437318682671,0.0916536748409,0.649435043335
69,0.857077121735,0.000906115339603,0.00348122511059,0.0689373165369,0.0695982202888
70,0.0111629031599,0.00757688796148,0.0994751825929,0.00758760701865,0.874197423458
71,0.019730232656,0.0195036884397,0.0951776579022,0.034329764545,0.831258714199
72,0.499994695187,0.00252841366455,0.0364111512899,0.287121534348,0.173944160342
73,0.00443978281692,0.0140555044636,0.331466853619,0.0107960104942,0.639241874218
74,0.521850466728,0.00194700597785,0.0218219030648,0.274626165628,0.179754450917
75,0.0135522941127,0.0134458895773,0.262011349201,0.0112752141431,0.699715197086
76,0.0660057663918,0.00862817186862,0.118174493313,0.0616556219757,0.745535969734
77,0.850742697716,0.00155268097296,0.00413493067026,0.0171626135707,0.12640710175
78,0.351397782564,0.0029681220185,0.0355000458658,0.0409870371222,0.569147050381
79,0.872976303101,0.000887446512934,0.00314765749499,0.0476117283106,0.0753768384457
80,0.407739162445,0.0097919665277,0.038296636194,0.198782876134,0.345389336348
81,0.0103810932487,0.0129078840837,0.147006332874,0.00792539771646,0.821779310703
82,0.000614884891547,0.0152604999021,0.0407568253577,0.00789465755224,0.93547308445
83,0.335154026747,0.00499057769775,0.0220742486417,0.236267626286,0.401513546705
84,0.0087852338329,0.0114420969039,0.273002237082,0.00802309717983,0.698747336864
85,0.205843016505,0.00352192507125,0.11724178493,0.535537302494,0.137855932117
86,0.010816635564,0.012757441029,0.159951284528,0.00873680226505,0.807737827301
87,0.208157390356,0.0135176479816,0.0460166744888,0.0985175073147,0.633790791035
88,0.250641494989,0.00371921760961,0.0152439493686,0.136975854635,0.593419492245
89,0.0174724739045,0.0333131328225,0.102801650763,0.00594702223316,0.840465724468
90,0.871681153774,0.00340782431886,0.00356125086546,0.0143569689244,0.106992796063
91,0.0155032938346,0.0165778324008,0.137981414795,0.00874452944845,0.821192920208
92,0.00988638028502,0.0123510546982,0.338737994432,0.00929046981037,0.629734098911
93,0.444034337997,0.00566084077582,0.0500296466053,0.20184648037,0.298428654671
94,0.448791593313,0.00269198277965,0.0316224955022,0.321028918028,0.195864990354
95,0.673734664917,0.00612069107592,0.00785911548883,0.0207653064281,0.29152020812
96,0.300628513098,0.00387501716614,0.050639770925,0.488912373781,0.155944362283
97,0.669906795025,0.00165277870838,0.00684236688539,0.154556930065,0.16704107821
98,0.0185966007411,0.0348129868507,0.133750423789,0.00568118365481,0.807158827782
99,0.0834370777011,0.00937103014439,0.129104807973,0.0737006738782,0.704386413097
100,0.437013357878,0.00243440154009,0.0209000371397,0.374485075474,0.165167093277
101,0.381820708513,0.00521411420777,0.0463098399341,0.230818331242,0.335837006569
102,0.432694911957,0.00551627809182,0.044243671,0.196691870689,0.320853233337
103,0.286317616701,0.00429556891322,0.0176580194384,0.236190617085,0.455538183451
